system:index,EVI_train,NBR_train,NDVI_change,NDVI_test,NDVI_train,NIR_train,RED_train,SWIR_test,SWIR_train,VH_VV_ratio,VH_test,VH_train,VV_test,VV_train,aspect,elevation,label,slope,.geo
1_91_0,0.43005934,0.40671387,0.09564248,0.69315284,0.59751034,0.308,0.0776,0.28505,0.236,1.6532599,-17.695501,-16.152708,-11.213312,-9.770217,303.6558,1415.0,1,30.292742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.32060663178333,-2.917413632470764]}"
1_92_0,0.1098423,0.011248516,0.14684004,0.30787104,0.16103101,0.270825,0.1957,0.3051,0.3453,2.078419,-16.30202,-15.409348,-9.835946,-7.4139752,238.02867,1080.0,1,16.999496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.256466920497196,-2.946788542261473]}"
1_93_0,0.22125427,0.10782526,0.23235875,0.52262604,0.29026726,0.28845,0.15866667,0.28003332,0.31155,2.9159408,-13.859151,-12.668211,-5.634629,-4.344468,237.01074,1050.0,1,21.13141,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.25538894215625,-2.945980058505765]}"
1_94_0,0.3248912,0.21483172,0.18266961,0.66186666,0.47919706,0.2662,0.093725,0.2535,0.263975,2.498725,-15.105867,-13.2903385,-8.468621,-5.318848,294.27618,1076.0,1,28.864729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.257275404252905,-2.944093596409114]}"
1_95_0,0.521381,0.57781565,0.051695656,0.81672937,0.7650337,0.30085,0.04005,0.1537,0.1578,1.8679855,-15.495409,-15.540172,-8.630646,-8.319214,-0.0,1668.0,1,22.825352,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.33677630689748,-2.932774823829208]}"
1_96_0,0.425534,0.3920368,0.08876781,0.7492945,0.6605267,0.2727,0.05575,0.188475,0.206375,1.4731584,-15.919848,-17.930874,-11.060283,-12.171721,82.88421,1569.0,1,33.160263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.341896704016964,-2.931157856317793]}"
1_97_0,0.46183148,0.48552138,0.03502184,0.7213426,0.6863208,0.286,0.0532,0.2074,0.1885,1.4834977,-16.213133,-16.2906,-10.539655,-10.98121,-0.0,1600.0,1,30.23191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.340549231090783,-2.930618867147321]}"
1_98_0,0.37660244,0.33952567,0.12387991,0.7137681,0.5898882,0.25838333,0.06665,0.1938,0.21975,1.5870326,-14.282473,-15.416292,-9.165619,-9.71391,28.209812,1598.0,1,27.219065,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.34081872567602,-2.930618867147321]}"
1_99_0,0.40864062,0.45731568,0.070217706,0.7251225,0.65490484,0.26303333,0.05485,0.19516666,0.18315,1.5354787,-14.300934,-14.70884,-8.818928,-9.579318,38.964172,1528.0,1,28.426683,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.341627209431728,-2.9295408888063776]}"
1_100_0,0.4321604,0.37204543,0.052757986,0.68393874,0.63118076,0.30185,0.06825,0.2249,0.2309,1.7098846,-14.457212,-15.918861,-8.258127,-9.309903,144.4269,1668.0,1,15.569328,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.33677630689748,-2.929001899635906]}"
1_101_0,0.4647855,0.5313741,0.037768263,0.7561283,0.71836007,0.2892,0.0474,0.1994,0.1743,1.5632974,-15.952757,-15.599596,-9.653991,-9.978649,2.293603,1478.0,1,22.04887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.34135771484649,-2.929001899635906]}"
1_102_0,0.20329045,0.08382369,0.17075305,0.44188017,0.27112713,0.31775,0.1822,0.3212,0.39503333,1.9575038,-14.722871,-14.801529,-7.2812777,-7.5614305,167.8899,1374.0,1,13.049966,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.346747606551208,-2.92873240505067]}"
1_103_0,0.48477224,0.4505943,0.103537254,0.82143855,0.7179013,0.30205,0.0496,0.182,0.2093,1.4243224,-18.865889,-18.655453,-13.207897,-13.097774,90.0,1628.0,1,18.797941,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.33812377982366,-2.9284629104654343]}"
1_104_0,0.51744187,0.52814615,0.08958073,0.84349316,0.75391245,0.3054,0.04285,0.16875,0.1876,1.3633468,-18.619598,-20.052706,-12.561882,-14.708441,22.958961,1524.0,1,24.564701,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.339740747335075,-2.927384932124491]}"
1_105_0,0.4602225,0.431317,0.12838486,0.8382973,0.7099124,0.29045,0.049275,0.17416666,0.20375,1.5606413,-15.162434,-15.66152,-9.738576,-10.035311,13.816824,1482.0,1,43.53715,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.340549231090783,-2.927115437539255]}"
1_106_0,0.5482163,0.5532747,0.03193563,0.8146998,0.7827642,0.3178,0.038725,0.19319,0.185,1.3803422,-17.026657,-19.059607,-12.043365,-13.807884,110.93081,1538.0,1,39.202103,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.339201758164606,-2.926845942954019]}"
1_107_0,0.40593678,0.38109288,0.22424884,0.8354288,0.61117995,0.29255,0.0706,0.1696,0.221725,1.4421908,-16.484962,-18.07132,-11.295588,-12.530465,41.568897,1466.0,1,37.13624,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.340279736505547,-2.926845942954019]}"
1_108_0,0.46988416,0.41576505,0.16287948,0.85435677,0.69147724,0.2977,0.0543,0.16943334,0.22515,1.5785627,-15.899277,-16.847776,-9.708555,-10.672859,28.103554,1451.0,1,28.834696,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.340549231090783,-2.926845942954019]}"
1_109_0,0.5492899,0.5581835,0.024403106,0.80808884,0.78368574,0.319525,0.03875,0.1889,0.18185,1.369599,-17.207617,-19.452879,-13.189757,-14.203339,112.35382,1556.0,1,41.79107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.339201758164606,-2.9265764483687833]}"
1_110_0,0.44699076,0.5474517,0.020598456,0.72671825,0.70611984,0.26415,0.0455,0.1606,0.1562,2.4143307,-13.943983,-11.974168,-5.950935,-4.959622,239.0692,1624.0,1,15.82496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.33354237187465,-2.925228975442604]}"
1_111_0,0.4433553,0.40677577,0.05117456,0.6858827,0.6347081,0.3052,0.0682,0.222,0.2305,1.7685924,-14.0302105,-14.524758,-7.4195204,-8.212609,147.96103,1629.0,1,8.685982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.334081361045122,-2.925228975442604]}"
1_112_0,0.51267713,0.5337558,-0.21314265,0.51824033,0.73138297,0.31465,0.048816666,0.2713,0.18965,1.8409866,-15.833525,-13.961872,-9.624895,-7.5839076,347.17957,1630.0,1,20.064022,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.335159339386067,-2.925228975442604]}"
1_113_0,0.41928202,0.42618382,0.058413513,0.70151377,0.64310026,0.2816,0.061166666,0.201925,0.2004,1.5382385,-15.418191,-15.612709,-9.715479,-10.149733,20.24905,1528.0,1,33.251125,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.341896704016964,-2.9219950404197736]}"
1_114_0,0.5212179,0.5787549,-0.025478112,0.7575442,0.78302234,0.3022,0.036775,0.20998333,0.16673334,1.4432522,-17.290205,-16.980402,-11.865196,-11.765374,11.991269,1505.0,1,28.639528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.3421661986022,-2.921725545834538]}"
1_115_0,0.535882,0.56071234,0.08695125,0.80462223,0.717671,0.3379625,0.05555,0.2048,0.193575,1.8807757,-13.885453,-12.05595,-7.798203,-6.4100943,243.46472,1606.0,1,21.731277,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.349442552403566,-2.9206475674935946]}"
1_116_0,0.51784533,0.5207698,0.0693609,0.78274006,0.71337914,0.324,0.0542,0.1856125,0.19793333,2.1377847,-14.892607,-13.793696,-9.073388,-6.452332,252.66716,1624.0,1,15.199144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.349712046988802,-2.920378072908359]}"
1_117_0,0.5367706,0.5695181,0.12697113,0.8658752,0.7389041,0.325675,0.0489,0.15145,0.1827,2.5724618,-12.270895,-10.806675,-6.329561,-4.2009077,277.5849,1460.0,1,26.130518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.3421661986022,-2.917413632470764]}"
1_118_0,0.52000254,0.6007805,0.12552787,0.8765239,0.750996,0.30765,0.04375,0.1366,0.1592,2.75634,-11.871471,-10.81048,-6.230088,-3.9220417,294.19995,1480.0,1,19.565657,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.34270518777267,-2.917413632470764]}"
1_119_0,0.5137593,0.5928307,0.11936415,0.8673687,0.74800456,0.3066,0.0442,0.133175,0.1588,2.7776759,-12.262411,-9.944447,-4.5374837,-3.580132,298.4118,1492.0,1,23.859018,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.342974682357905,-2.917413632470764]}"
1_120_0,0.47169444,0.484058,-0.07259173,0.6193623,0.691954,0.2944,0.0536,0.253125,0.18425,1.8833362,-12.72599,-12.736893,-6.7186246,-6.762942,209.38985,1492.0,1,16.555195,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.39876006150173,-2.932505329243972]}"
1_121_0,0.51441526,0.5063382,-0.1349582,0.5938368,0.72879493,0.3149,0.0494,0.265725,0.1997,1.7501168,-13.613036,-13.53378,-6.350725,-7.7330723,184.5799,1510.0,1,22.096691,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.3992990506722,-2.9322358346587363]}"
1_122_0,0.50670993,0.44353554,0.14139906,0.81632656,0.6749275,0.31765,0.06165,0.1817,0.2262,1.7167042,-17.292755,-16.851429,-11.31051,-9.816152,267.99304,1713.0,1,42.75244,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.396873599405076,-2.9201085783231227]}"
1_123_0,0.5999631,0.5473151,0.0519072,0.7952862,0.743379,0.3818,0.0562,0.1831,0.2212,1.9984375,-14.607996,-13.503258,-8.812161,-6.756908,306.8342,1759.0,1,29.555115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.399568545257438,-2.919569589152651]}"
1_124_0,0.56281644,0.5478544,0.10354772,0.83162534,0.72807765,0.3562,0.05605,0.1626,0.198,1.886626,-16.39419,-14.919059,-10.630229,-7.907799,294.41592,1784.0,1,30.431032,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.39983803984267,-2.919569589152651]}"
1_125_0,0.41233146,0.37973228,-0.21164094,0.4444178,0.6560587,0.2706,0.0562,0.2493,0.2195,1.6394883,-15.468528,-15.727232,-9.226584,-9.592768,20.580507,1678.0,1,28.956726,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.39471764272319,-2.918491610811708]}"
1_126_0,0.4444946,0.436824,0.06633884,0.7454541,0.67911524,0.29225,0.05585,0.1826,0.20445,1.5958848,-14.771692,-15.706732,-9.58,-9.842021,11.32424,1663.0,1,26.348078,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.394448148137954,-2.9182221162264717]}"
1_127_0,0.3191217,0.3155505,0.08985758,0.6264834,0.5366258,0.2318,0.0699,0.1976,0.20265,81.99489,-12.208135,-9.541286,-2.4584389,-0.116364405,290.29895,1701.0,1,25.01451,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.3850158376547,-2.9171441378855283]}"
1_128_0,0.33934206,0.24021076,0.010896385,0.50263244,0.49173605,0.3001,0.10225,0.31885,0.29405,1.6517124,-15.695611,-16.246666,-9.7008295,-9.836256,20.580479,1644.0,1,15.464691,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.396873599405076,-2.9168746433002926]}"
1_129_0,0.43461215,0.3709802,-0.04195595,0.6085378,0.6504938,0.2883,0.06105,0.27603334,0.237,1.7270554,-15.738709,-15.174473,-9.161866,-8.786327,349.68207,1638.0,1,10.259034,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.396873599405076,-2.916605148715057]}"
1_130_0,0.43374836,0.3306765,0.002117231,0.5825219,0.5804047,0.3339,0.08865,0.3146,0.28835,1.8355757,-15.185228,-15.404678,-9.08018,-8.392287,289.95926,1648.0,1,10.740825,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.39741258857555,-2.9163356541298207]}"
1_131_0,0.44349664,0.40785453,-0.04937332,0.57035244,0.61972576,0.3071,0.0721,0.2466,0.2251,2.025307,-14.535101,-14.088797,-7.645107,-6.956376,279.4503,1639.0,1,16.476728,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.397143093990312,-2.916066159544585]}"
1_132_0,0.5007248,0.5844156,-0.041671284,0.7449396,0.7866109,0.27755,0.03315,0.14416666,0.15135,1.7027692,-14.60729,-14.88922,-8.306519,-8.744122,41.46024,2591.0,1,36.294235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.869203201513272,-2.9058253653056223]}"
1_133_0,0.51687235,0.5949069,-0.02715214,0.75656474,0.78371686,0.2881,0.034933332,0.149,0.14825,2.8575058,-9.7448015,-10.161296,-3.4521444,-3.556002,30.561954,2538.0,1,36.247974,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.86974219068374,-2.9050168815499147]}"
1_134_0,0.4795656,0.48752493,0.08298344,0.7640775,0.68109405,0.2981,0.05655,0.18481667,0.19525,1.741854,-14.34395,-14.527991,-8.342429,-8.340533,210.28905,1519.0,1,34.01491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.363186776250597,-2.929271394221142]}"
1_135_0,0.5645904,0.55120313,0.08535035,0.8239354,0.73858505,0.3465,0.0521,0.17845,0.2027,1.5243974,-14.11887,-16.096048,-8.57051,-10.558958,184.09094,1423.0,1,24.437778,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.35321547659687,-2.92873240505067]}"
1_136_0,0.4145992,0.3670231,0.102544546,0.773815,0.67127043,0.2642,0.051966667,0.20410667,0.222225,1.5254647,-15.540885,-17.234056,-10.5901,-11.297579,110.29882,1539.0,1,25.014648,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.358605368301586,-2.925228975442604]}"
1_137_0,0.40539202,0.36465678,0.046696845,0.68839884,0.641702,0.2614,0.05705,0.2219,0.2148,1.506336,-16.590338,-17.849636,-10.367324,-11.849705,52.63066,1577.0,1,19.122377,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.35833587371635,-2.924150997101661]}"
1_138_0,0.42611164,0.4077751,0.05872502,0.7148416,0.6561166,0.28125,0.0584,0.1984,0.2094,1.6322172,-16.584131,-16.594809,-10.481173,-10.167035,77.48699,1510.0,1,8.498784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.365881722102955,-2.924150997101661]}"
1_139_0,0.40004003,0.41704363,0.11020994,0.7309032,0.62069327,0.26106668,0.0611,0.21325,0.2085,1.3976606,-17.010496,-17.686502,-11.128379,-12.654361,105.92572,1525.0,1,6.7292504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.362647787080125,-2.9219950404197736]}"
1_140_0,0.4024508,0.41987777,0.13191065,0.77212554,0.6402149,0.26715,0.0586,0.194,0.2035,1.4946982,-16.686365,-18.082724,-11.180415,-12.09791,104.91287,1526.0,1,14.122877,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.362647787080125,-2.921725545834538]}"
1_141_0,0.43197265,0.46912986,0.01040366,0.70872056,0.69831693,0.2674,0.0475,0.20185,0.186475,1.6630431,-14.279853,-14.538884,-8.037081,-8.742337,56.344307,1518.0,1,3.343329,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.363456270835833,-2.921186556664066]}"
1_142_0,0.5362887,0.6446205,0.016606767,0.80757856,0.7909718,0.31145,0.03635,0.1813,0.14435,1.5456558,-14.156816,-14.965632,-7.8474703,-9.682384,141.30386,1555.0,1,17.28169,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.361030819568708,-2.920378072908359]}"
1_143_0,0.48305246,0.5793191,0.08879028,0.7946188,0.7058285,0.2795,0.0482,0.1701,0.150625,1.6566657,-14.018317,-14.827957,-7.8608036,-8.950482,96.33202,1561.0,1,8.349954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.361030819568708,-2.9201085783231227]}"
1_144_0,0.3529574,0.3370089,0.08673252,0.68030477,0.59357226,0.24048333,0.061333332,0.198075,0.212225,1.5532527,-16.655373,-16.652695,-10.040899,-10.721176,33.21259,1688.0,1,26.705135,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.35321547659687,-2.9187611053969436]}"
1_145_0,0.4139111,0.4202224,0.14454667,0.7893505,0.6448038,0.2746,0.0593,0.17463334,0.202,1.4757702,-15.670573,-16.284056,-9.652081,-11.034275,30.996582,1680.0,1,20.691067,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.353484971182105,-2.9187611053969436]}"
1_146_0,0.3675078,0.28897366,-0.06033816,0.4600939,0.52043205,0.28153333,0.0888,0.26871666,0.2506,1.7605127,-14.547006,-15.33066,-8.040593,-8.708066,104.01875,1558.0,1,7.612525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.357796884545877,-2.9187611053969436]}"
1_147_0,0.42028275,0.4325606,0.088448115,0.73757625,0.64912814,0.2719,0.05785,0.19403334,0.18685,2.1523106,-14.629771,-13.058091,-6.6977544,-6.0670104,230.94254,1572.0,1,18.46832,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.36237829249489,-2.9187611053969436]}"
1_148_0,0.37277213,0.33932346,0.056294475,0.6545285,0.598234,0.2534,0.0637,0.21956667,0.2259,1.4972297,-16.183163,-16.936764,-10.648799,-11.312068,60.287144,1704.0,1,21.400875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.35240699284116,-2.918491610811708]}"
1_149_0,0.3981332,0.36099344,0.07387433,0.7029047,0.6290304,0.2630375,0.0599,0.2089,0.2181,1.5137112,-15.764364,-16.976982,-10.430512,-11.215469,54.007996,1693.0,1,23.784485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.352676487426397,-2.918491610811708]}"
1_150_0,0.5030984,0.4830556,0.11264676,0.8547325,0.74208575,0.299225,0.0443,0.1549,0.1977,1.5301275,-15.282789,-16.592407,-10.106412,-10.843806,33.7244,1673.0,1,19.307146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.35321547659687,-2.918491610811708]}"
1_151_0,0.50486004,0.51228637,0.13589357,0.8756109,0.7397173,0.29643333,0.04435,0.14275,0.19405,1.5820305,-15.148061,-15.590619,-9.717579,-9.8548155,28.641733,1665.0,1,22.086588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.354023960352578,-2.918491610811708]}"
1_152_0,0.45008942,0.44853988,0.09304324,0.78671837,0.6936751,0.28066668,0.0507625,0.17993334,0.19765,1.519852,-15.405513,-16.452084,-9.386703,-10.824793,67.64603,1659.0,1,16.590843,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.353484971182105,-2.917952621641236]}"
1_153_0,0.43304434,0.502044,0.1443854,0.7963071,0.6519217,0.28475,0.06,0.18225,0.17703333,1.7487196,-13.797315,-14.469084,-7.9059663,-8.274101,202.40633,1573.0,1,16.576405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.357527389960644,-2.917952621641236]}"
1_154_0,0.5441515,0.4740229,0.061576277,0.7978737,0.7362974,0.33975,0.0516,0.2205,0.22403333,1.420822,-18.829704,-18.230642,-13.089845,-12.831054,233.16577,1543.0,1,17.953594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.366420711273427,-2.917952621641236]}"
1_155_0,0.47438493,0.5119252,0.14265062,0.8201844,0.67753375,0.30745,0.0591,0.18896666,0.1848,1.6685193,-14.422049,-14.8543415,-8.738249,-8.902709,228.8509,1581.0,1,9.770784,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.357527389960644,-2.917683127056]}"
1_156_0,0.43176654,0.35716167,-0.06379893,0.51324254,0.5770415,0.322275,0.086433336,0.237375,0.2453,1.7475382,-15.9686985,-15.469954,-8.542027,-8.852427,-0.0,904.0,1,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.0039504941312,-2.9079813219875095]}"
1_157_0,0.4269758,0.44393656,0.039604723,0.7291695,0.68956476,0.2685,0.049333334,0.20916666,0.183,2.2089486,-11.546168,-11.283732,-4.845405,-5.108192,116.53547,2821.0,1,6.2038717,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.856806450592423,-2.9112152570103396]}"
1_158_0,0.44011715,0.41599402,0.10440065,0.75917065,0.65477,0.2836,0.059166666,0.19083333,0.19755,1.6509149,-16.947361,-16.790323,-10.5332985,-10.170314,15.273839,2692.0,1,28.975769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.86327432063808,-2.9055558707203866]}"
1_159_0,0.4148182,0.4392824,0.14813073,0.7866005,0.63846976,0.26875,0.0593,0.1763,0.1881,7.6312237,-7.874537,-7.5430617,-0.5447407,-0.98844725,84.56662,2689.0,1,34.365635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.86273533146761,-2.9050168815499147]}"
1_160_0,0.4399671,0.40053523,0.10700876,0.77140373,0.664395,0.27475,0.0554,0.1844125,0.2013,-11.875536,-5.6832805,-6.5222225,0.73022336,0.549215,116.5356,2728.0,1,41.01091,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.862465836882375,-2.904747386964679]}"
1_161_0,0.42582008,0.40643096,0.09535459,0.75105894,0.6557043,0.26834,0.0558,0.1807,0.19805,-6.1768017,-5.18779,-5.3413887,1.6893406,0.8647499,94.02311,2690.0,1,49.080864,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.86273533146761,-2.904477892379443]}"
1_162_0,0.53675276,0.50607055,0.010238465,0.7416667,0.7314282,0.327175,0.05075,0.1921,0.2041,4.0122294,-10.424471,-9.97245,-3.2676373,-2.4855134,102.07968,2650.0,1,24.896818,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.863543815223316,-2.9039389032089713]}"
1_163_0,0.49900734,0.3944432,0.06195822,0.7496899,0.6877317,0.3187,0.058966666,0.204025,0.232,1.7312795,-16.559908,-15.723909,-10.449014,-9.082248,20.878942,2571.0,1,19.993116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.864352298979025,-2.902860924868028]}"
1_164_0,0.41462263,0.4196779,0.0031212575,0.6732375,0.67011625,0.26225,0.0518,0.2193,0.2027,-6.7398024,-6.341529,-5.166562,0.5950191,0.76657474,92.33432,2430.0,1,38.480392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.86462179356426,-2.899626989845198]}"
1_165_0,0.42069593,0.39615688,-8.2033925E-4,0.66657984,0.6674002,0.2652,0.0529,0.23123333,0.20795,-1.2503464,-3.8201866,-3.9704857,3.374819,3.1755085,88.83236,2430.0,1,38.463013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[28.86462179356426,-2.8993574952599617]}"
