system:index,EVI_train,NBR_train,NDVI_change,NDVI_test,NDVI_train,NIR_train,RED_train,SWIR_test,SWIR_train,VH_VV_ratio,VH_test,VH_train,VV_test,VV_train,aspect,elevation,label,slope,.geo
1_2556_0,0.30044436,0.23764503,-0.05983833,0.32777908,0.3876174,0.288,0.1271,0.30015,0.2701,1.6581019,-15.10125,-14.960997,-8.596115,-9.022965,15.961312,1727.0,1,6.7217636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.184511866239223,-2.626628975001275]}"
1_2557_0,0.60020405,0.48418006,0.032273155,0.7783981,0.7461249,0.37175,0.05405,0.2609,0.24425,1.5462345,-19.660522,-19.594946,-13.5525055,-12.672688,17.667522,1463.0,1,20.493725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.178582985364034,-2.6258204912455674]}"
1_2558_0,0.4810032,0.46576664,0.009772134,0.7130919,0.7033198,0.304,0.05295,0.208,0.20185,1.4070303,-16.034592,-18.700659,-9.6931505,-13.290872,74.76031,1910.0,1,20.279408,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.215503743541348,-2.6387562313368886]}"
1_2559_0,0.36398897,0.43708092,0.053804114,0.6849546,0.6311504,0.2304,0.0521,0.1659,0.1667,2.0801597,-14.379841,-13.430245,-7.942382,-6.456353,273.57254,1736.0,1,14.562627,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.22224110817224,-2.638486736751653]}"
1_2560_0,0.50898486,0.50547254,0.01547065,0.74435294,0.72888225,0.3198,0.05015,0.1983,0.1954,1.4834658,-14.837271,-15.462262,-9.680605,-10.423066,43.48217,1940.0,1,22.971462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.214964754370875,-2.6376782529959453]}"
1_2561_0,0.48740715,0.54393303,0.062536344,0.78733915,0.7248028,0.2952,0.0471,0.1973,0.176,1.4351733,-15.253753,-16.805687,-10.501115,-11.709867,25.583456,1747.0,1,22.430334,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.214425765200403,-2.6287849316831617]}"
1_2562_0,0.42636254,0.40871292,-0.04345892,0.595057,0.63851595,0.28375,0.0626,0.2239,0.2102,1.8324196,-14.032186,-13.360897,-7.0780616,-7.2913957,169.68459,1774.0,1,10.258954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.224936054024603,-2.622856050807973]}"
1_2563_0,0.36396265,0.33497176,0.026829362,0.55010474,0.5232754,0.2716,0.085,0.25615,0.21425,2.1497774,-14.542542,-13.028787,-6.648392,-6.0605283,200.24434,1774.0,1,18.150099,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.223588581098422,-2.6225865562227373]}"
1_2564_0,0.43793774,0.473657,-0.09596398,0.5555555,0.65151954,0.2853,0.0602,0.2469,0.18045,1.7477624,-14.288087,-14.285163,-7.1601496,-8.173401,215.24588,1784.0,1,18.621922,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.224127570268895,-2.6225865562227373]}"
1_2565_0,0.5613532,0.56288946,-0.122670285,0.64317065,0.76584095,0.3386,0.0449,0.21385,0.1974,1.5743511,-15.401741,-15.700681,-9.5921755,-9.9727955,200.87444,1786.0,1,19.992563,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.225475043195072,-2.6225865562227373]}"
1_2566_0,0.6271721,0.47514233,0.009089055,0.7546824,0.74559337,0.3887,0.05665,0.2788,0.254875,3.5783741,-14.434961,-11.825673,-6.9459577,-3.3047614,271.97284,1091.0,1,25.183943,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.055693454496485,-2.6376782529959453]}"
1_2567_0,0.44071254,0.41306907,-0.033032328,0.657652,0.6906844,0.2804,0.0513,0.2254,0.21462,1.7249855,-14.598189,-14.472853,-8.037318,-8.39013,141.81334,1130.0,1,16.083937,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.05650193825219,-2.634174823387879]}"
1_2568_0,0.11564013,0.11828132,0.12691434,0.30397725,0.17706291,0.2299,0.16073333,0.228,0.25313333,2.0631907,-15.360272,-15.951132,-8.114946,-7.731293,243.45905,1057.0,1,4.144116,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.05380699239983,-2.627167964171747]}"
1_2569_0,0.52203304,0.5888502,0.030236943,0.79426014,0.76402324,0.3192,0.0427,0.1935,0.1743,1.8756815,-11.713296,-12.460995,-5.7231665,-6.6434493,210.49185,1779.0,1,17.711353,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.230595440314556,-2.6258204912455674]}"
1_2570_0,0.23479432,0.18869182,0.11983467,0.51803607,0.3982014,0.22285,0.095916666,0.22075,0.23556,1.6418198,-17.364296,-17.289146,-10.794439,-10.530478,153.41061,1538.0,1,30.082611,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.096387136867097,-2.6392952205073605]}"
1_2571_0,0.43260106,0.49125597,0.049019136,0.7592794,0.7102603,0.25795,0.0437,0.1535,0.1786,1.694537,-13.287297,-13.699618,-8.390701,-8.0845785,183.01598,1602.0,1,17.11853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.107705909447002,-2.6368697692402376]}"
1_2572_0,0.5330498,0.5844487,-0.0394736,0.7386963,0.7781699,0.31075,0.038766667,0.1818,0.17526667,1.5412456,-15.903231,-15.676798,-10.095156,-10.171512,7.7732897,1595.0,1,19.770151,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.108244898617475,-2.6357917908992943]}"
1_2573_0,0.39844337,0.36276937,0.07494809,0.65501636,0.5800683,0.28935,0.0769,0.2548,0.2339,1.5907899,-17.153318,-17.15458,-11.207553,-10.783687,195.27051,1648.0,1,20.262383,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.092075223503326,-2.6349833071435866]}"
1_2574_0,0.22618242,0.20186616,0.1594406,0.5365628,0.3771222,0.23185,0.10486667,0.2442,0.248275,1.5884366,-18.211475,-18.61461,-11.772165,-11.718824,147.96738,1637.0,1,8.6853895,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.09503966394092,-2.634713812558351]}"
1_2575_0,0.3930664,0.3764177,-0.040044043,0.55987227,0.59991634,0.286725,0.0717,0.2515,0.2292,1.5317423,-15.0574665,-15.346099,-8.662605,-10.018721,255.97801,1557.0,1,3.8222709,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.10204652315705,-2.6344443179731147]}"
1_2576_0,0.20399664,0.14463873,0.026050355,0.35211268,0.32606232,0.23405,0.11895,0.2858,0.25345,4.602805,-15.030842,-12.430518,-8.457808,-2.7006397,211.91797,1689.0,1,40.636364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.095309158526156,-2.6339053288026433]}"
1_2577_0,0.12865043,0.049385104,0.019232636,0.23998874,0.22075611,0.20585,0.1314,0.2798,0.26635,-37.04712,-13.277898,-9.530514,-3.1798923,0.25725383,211.2118,1701.0,1,35.725193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.09557865311139,-2.6339053288026433]}"
1_2578_0,0.38777217,0.33710203,0.08292312,0.63737595,0.55445284,0.28975,0.08305,0.2534,0.238475,1.907523,-15.9555645,-13.52904,-8.720059,-7.092465,214.8062,1697.0,1,35.3649,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.09503966394092,-2.6336358342174075]}"
1_2579_0,0.45251432,0.40551776,0.052012146,0.7055487,0.65353656,0.290175,0.0608,0.2244,0.2186,1.8452649,-14.846568,-14.5911045,-8.352951,-7.907322,177.79507,1713.0,1,22.840528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.09423118018521,-2.6330968450469356]}"
1_2580_0,0.4604256,0.47337276,-0.023242818,0.71433383,0.73757666,0.2739,0.041366667,0.17785,0.18565,1.8488183,-13.650478,-13.351053,-7.680771,-7.221398,160.69109,1589.0,1,18.934649,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.099890566475164,-2.6328273504617]}"
1_2581_0,0.5622072,0.520935,-0.039896004,0.7446866,0.7845826,0.3351,0.04045,0.20165,0.212975,1.5229449,-16.653357,-17.163872,-11.78574,-11.270185,136.94475,1585.0,1,18.382097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.104741469009408,-2.6328273504617]}"
1_2582_0,0.16676752,0.16768889,0.087950364,0.34983128,0.2618809,0.25225,0.14755,0.2606,0.27325,1.4545557,-16.804111,-18.451246,-10.839821,-12.685142,87.61657,1733.0,1,21.268658,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.095309158526156,-2.6325578558764637]}"
1_2583_0,0.39396557,0.25749597,-0.012575649,0.60473377,0.6173094,0.2747,0.065,0.2443,0.2486,1.529849,-16.064978,-16.920773,-9.620476,-11.06042,50.042873,1706.0,1,33.23926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.095848147696625,-2.6314798775355204]}"
1_2584_0,0.3562854,0.20083487,0.029646184,0.60902697,0.5793808,0.2589,0.06895,0.2567,0.268775,1.507567,-16.65264,-17.805304,-10.903464,-11.810621,49.115524,1690.0,1,32.74197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.095848147696625,-2.6312103829502846]}"
1_2585_0,0.55416703,0.5216084,-0.016019762,0.7149619,0.73098165,0.35003334,0.0544,0.1982,0.2119,2.0809252,-12.971543,-13.592006,-6.6532054,-6.5317125,144.43375,1641.0,1,7.93039,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.104741469009408,-2.630940888365049]}"
1_2586_0,0.22926974,0.18831247,0.09900161,0.48423725,0.38523564,0.2491,0.11055,0.234,0.268375,1.452253,-17.569908,-18.066778,-12.1103945,-12.440517,91.63486,1694.0,1,29.570602,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.09557865311139,-2.6306713937798127]}"
1_2587_0,0.23216338,0.17347956,0.07951805,0.47468773,0.39516968,0.2354,0.10205,0.2485,0.2621,1.5234646,-15.66344,-18.174091,-10.91902,-11.929449,64.31365,1615.0,1,25.896976,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.097195620622806,-2.6306713937798127]}"
1_2588_0,0.4649217,0.48665506,0.026607122,0.71324044,0.68663335,0.298,0.055366665,0.19065,0.2037,1.5841085,-14.098535,-15.292136,-8.550247,-9.653465,177.27081,1653.0,1,18.794939,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.104741469009408,-2.630401899194577]}"
1_2589_0,0.35242724,0.3118303,0.053286534,0.55864197,0.5053554,0.2969,0.097558334,0.2638,0.262775,3.840167,-13.425911,-10.210668,-6.0274343,-2.6589124,238.41945,1668.0,1,26.315584,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.10662793110606,-2.630401899194577]}"
1_2590_0,0.5737844,0.56378233,0.023268513,0.7898491,0.7665806,0.3506,0.046325,0.1809,0.2039,1.4899176,-16.308012,-17.449738,-11.044155,-11.711881,140.87659,1660.0,1,18.462072,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.10528045817988,-2.6301324046093413]}"
1_2591_0,0.48521817,0.4998207,0.036763772,0.73239833,0.69563454,0.31365,0.0563,0.1877,0.19975,1.6732565,-14.737185,-15.305756,-9.487594,-9.147285,164.46031,1666.0,1,16.827173,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.104741469009408,-2.6298629100241055]}"
1_2592_0,0.2870393,0.22111812,0.11544834,0.5835752,0.46812683,0.24332,0.08815,0.24585,0.25428334,1.4547659,-20.271687,-19.88873,-14.543882,-13.67143,174.28343,1647.0,1,18.023518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.105819447350353,-2.6298629100241055]}"
1_2593_0,0.35858816,0.35609385,0.10996602,0.7227595,0.6127935,0.237,0.0569,0.1973,0.20025,1.5347683,-18.229523,-18.325691,-12.273154,-11.940364,241.72444,1623.0,1,13.452652,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.097195620622806,-2.6295934154388694]}"
1_2594_0,0.3255814,0.27656138,0.08756561,0.583912,0.4963464,0.27645,0.09305,0.2186,0.256825,1.4930841,-15.123042,-17.281221,-8.639739,-11.574179,175.59668,1688.0,1,32.341667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.10528045817988,-2.6293239208536336]}"
1_2595_0,0.532355,0.4573061,0.016337678,0.69534004,0.67900234,0.363525,0.0695,0.2354,0.2589,1.5841728,-13.819933,-16.319666,-7.539155,-10.301695,188.13855,1727.0,1,18.952559,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.10528045817988,-2.628515437097926]}"
1_2596_0,0.4094765,0.33784008,0.10354675,0.6936416,0.59009486,0.3018,0.0778,0.2008,0.2495,1.5909259,-14.941793,-16.348978,-8.91021,-10.276391,189.17183,1749.0,1,26.945137,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.105549952765116,-2.6282459425126903]}"
1_2597_0,0.41152325,0.3687624,0.05353442,0.6778486,0.6243141,0.284925,0.0659,0.2344,0.24115,1.7192591,-15.851913,-14.905702,-9.611694,-8.66984,270.0,1628.0,1,9.204661,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.097195620622806,-2.6279764479274546]}"
1_2598_0,0.19628891,0.122215524,0.14413604,0.47651634,0.3323803,0.21746667,0.10896666,0.22765,0.25673333,1.838003,-15.089122,-15.006251,-9.415913,-8.164432,175.59668,1757.0,1,22.885971,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.105819447350353,-2.6279764479274546]}"
1_2599_0,0.42991978,0.4069632,0.045300316,0.72928256,0.68398225,0.27176666,0.051,0.2024,0.20845,1.7973369,-14.131861,-14.528103,-8.516985,-8.083127,116.54095,1630.0,1,10.267074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.097465115208042,-2.6277069533422184]}"
1_2600_0,0.3225928,0.24541773,0.09665015,0.5821697,0.4855196,0.2616,0.0906,0.25265,0.26095,14.4222555,-12.161061,-10.067433,-4.4443645,-0.69804853,252.66313,1730.0,1,28.51229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.10447197442417,-2.6277069533422184]}"
1_2601_0,0.2705752,0.16841646,0.060987394,0.45540142,0.394414,0.2671,0.116,0.3057,0.28633332,245.00667,-11.926075,-9.424164,-4.4217596,-0.03846493,230.62889,1755.0,1,30.410295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.104741469009408,-2.6274374587569826]}"
1_2602_0,0.50364804,0.38405824,0.044921413,0.7024812,0.6575598,0.34076667,0.0704,0.2442,0.2684,2.6870854,-14.804332,-11.935838,-7.306347,-4.441927,231.36958,1740.0,1,31.894539,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.10420247983894,-2.627167964171747]}"
1_2603_0,0.38921607,0.30878246,0.11923011,0.6888232,0.56959313,0.2932,0.0804,0.2293,0.2701,1.6427248,-16.016953,-16.979237,-10.845663,-10.33602,319.86945,1667.0,1,21.913507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.10285500691276,-2.6258204912455674]}"
1_2604_0,0.34098646,0.27337265,0.071902655,0.554137,0.48223436,0.29896668,0.104433335,0.248,0.27785,8.960409,-12.521534,-10.67374,-4.3118663,-1.1912113,270.0,1696.0,1,35.489258,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.10339399608323,-2.625281502075096]}"
1_2605_0,0.5212609,0.42672142,-0.09185422,0.5511261,0.64298034,0.369075,0.0802,0.26445,0.270325,-8.2307625,-11.767981,-7.6772456,-3.0983768,0.9327503,231.36952,1687.0,1,27.41096,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.103124501497994,-2.624742512904624]}"
1_2606_0,0.5188706,0.5566325,0.03717721,0.74613005,0.70895284,0.3319,0.056525,0.2112,0.18434,3.5852802,-12.292368,-10.986121,-5.8650637,-3.0642292,204.46686,1661.0,1,21.368732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11363479032219,-2.6390257259221244]}"
1_2607_0,0.47455096,0.46804303,0.0062496597,0.6403043,0.63405466,0.31525,0.0706,0.2327,0.2023,1.985578,-13.226425,-12.833718,-6.764691,-6.4634676,205.58363,1665.0,1,22.430365,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.113904284907427,-2.6390257259221244]}"
1_2608_0,0.44780305,0.43765903,0.03870017,0.73310715,0.694407,0.2825,0.05095,0.19,0.2005,1.5270293,-14.586954,-15.454762,-9.19789,-10.120804,90.0,1733.0,1,10.107059,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.11363479032219,-2.6368697692402376]}"
1_2609_0,0.49492776,0.39561605,-0.04117633,0.60573477,0.6469111,0.3279,0.0703,0.2532,0.2578,1.7132707,-13.718813,-13.660162,-7.980777,-7.973149,208.95209,1630.0,1,35.106903,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.10932287695842,-2.6344443179731147]}"
1_2610_0,0.47321564,0.42475143,0.01237596,0.66005665,0.6476807,0.3117,0.06665,0.22375,0.2336,1.7615285,-13.818403,-14.473554,-8.165722,-8.216475,178.49098,1707.0,1,31.606009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.125223057487336,-2.6255509966603316]}"
1_2611_0,0.4531896,0.4094721,-0.06415194,0.6116717,0.6758236,0.2857,0.055266667,0.2697,0.2274,1.6342143,-16.227533,-16.39885,-10.080856,-10.0346985,22.327538,1629.0,1,34.313198,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.128995981680635,-2.6374087584107095]}"
1_2612_0,0.45154712,0.41287515,-0.009473377,0.6731898,0.6826632,0.2919,0.05505,0.23815,0.22905,1.4469801,-17.180605,-18.567781,-11.926639,-12.832092,42.214584,1662.0,1,34.969437,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.126301035828277,-2.634174823387879]}"
1_2613_0,0.47525564,0.53224903,0.01230115,0.75242853,0.7401274,0.2732,0.0408,0.1845,0.16355,3.8584917,-13.352647,-10.301773,-6.6234546,-2.6698966,234.49094,1538.0,1,22.687355,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.131690927532993,-2.6328273504617]}"
1_2614_0,0.49913126,0.5410603,0.046381384,0.7894737,0.7430923,0.2965,0.0437,0.1797,0.1716,3.1085262,-11.911999,-9.818326,-4.676319,-3.1585147,233.15913,1545.0,1,13.657107,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.131690927532993,-2.6325578558764637]}"
1_2615_0,0.3324584,0.29549906,0.049167283,0.51971495,0.4705477,0.31996667,0.1152,0.30225,0.2822,1.5026736,-15.819151,-17.541065,-10.675443,-11.673237,144.06169,1654.0,1,30.105722,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.126570530413513,-2.6255509966603316]}"
1_2616_0,0.4967068,0.46216473,0.06371528,0.7803304,0.71661514,0.3053,0.0504,0.19705,0.2069,2.2971816,-13.701724,-12.262519,-7.2353754,-5.338071,225.0304,1626.0,1,16.581774,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.1467826243062,-2.6392952205073605]}"
1_2617_0,0.50020814,0.39605036,0.10735506,0.80494046,0.6975854,0.32165,0.0573,0.195,0.25195,1.5660297,-17.346498,-17.66127,-11.712725,-11.277737,355.59665,1846.0,1,11.918156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.152980999766626,-2.6368697692402376]}"
1_2618_0,0.5123376,0.4884246,0.053881437,0.7218136,0.66793215,0.3295,0.0656,0.2429,0.21155,3.5873747,-12.026123,-9.591522,-3.9417276,-2.6736884,237.45346,1821.0,1,34.685642,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.150555548499504,-2.63606128548453]}"
1_2619_0,0.31583348,0.42429024,0.09934777,0.73041576,0.631068,0.1806,0.04085,0.1334,0.1359,1.5886115,-15.353875,-15.8402815,-9.732619,-9.9711485,53.159584,2440.0,1,4.6305313,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.335428833971303,-2.6527699497691533]}"
1_2620_0,0.38976485,0.48358417,0.054552782,0.7438051,0.6892523,0.2169,0.0399,0.1358,0.1419,1.6723456,-15.322072,-15.611622,-9.349267,-9.335164,54.491367,2435.0,1,7.933159,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.336506812312248,-2.6525004551839175]}"
1_2621_0,0.53494173,0.5714994,0.03254148,0.7958896,0.76334816,0.31705,0.04255,0.17055,0.17315,1.969944,-13.83817,-13.600605,-6.9603014,-6.9040565,341.54666,2433.0,1,5.846222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.334620350215594,-2.649805509331559]}"
1_2622_0,0.5675217,0.5685464,0.025574446,0.81310904,0.7875346,0.32265,0.03835,0.17265,0.18285,2.2006302,-13.15078,-11.663285,-6.061305,-5.2999754,231.73952,2507.0,1,21.411224,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.347556090306917,-2.6438766284563697]}"
1_2623_0,0.39438847,0.38281676,0.1501068,0.7960615,0.6459547,0.2543,0.0547,0.1799,0.1916,1.8749199,-14.461661,-14.380464,-8.016952,-7.669908,284.0219,2523.0,1,7.610871,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.347825584892153,-2.6433376392858983]}"
1_2624_0,0.61546266,0.626936,-0.013594542,0.8107196,0.8243141,0.3624,0.0349,0.1755,0.1794,2.3045664,-13.446649,-12.344663,-6.651679,-5.35661,260.00244,2510.0,1,15.628045,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.347556090306917,-2.6425291555301906]}"
1_2625_0,0.47355482,0.37144715,-0.08467543,0.5823864,0.6670618,0.31645,0.0632,0.2766,0.25464,1.576634,-15.691507,-16.815199,-10.428682,-10.665252,141.31052,1600.0,1,22.52775,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.08533785887243,-2.6395647150925963]}"
1_2626_0,0.4748769,0.51728743,-0.05131961,0.68051034,0.73182994,0.28415,0.044,0.2566,0.1762,1.5404339,-16.5759,-15.842331,-10.526279,-10.28433,334.5131,1733.0,1,20.635958,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.08776331013955,-2.63606128548453]}"
1_2627_0,0.5342227,0.5192878,0.021834763,0.7457405,0.72390574,0.3328,0.0533,0.19125,0.19925,3.8974478,-10.096606,-9.073448,-4.4526258,-2.3280487,229.99957,1704.0,1,27.87226,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.087493815554314,-2.634174823387879]}"
1_2628_0,0.22701381,0.21337084,0.10775114,0.47413793,0.3663868,0.24275,0.112566665,0.2584,0.2607,1.73889,-15.041157,-14.912231,-8.859415,-8.575718,277.11755,1392.0,1,7.443299,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.079678472582476,-2.6336358342174075]}"
1_2629_0,0.25510487,0.23606685,0.12042743,0.5228294,0.40240198,0.2423,0.10325,0.2588,0.2506,3.6902244,-14.592875,-10.829525,-6.824181,-2.934652,265.10605,1412.0,1,29.650536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.08048695633818,-2.6336358342174075]}"
1_2630_0,0.5156858,0.46537924,0.05471539,0.75993174,0.70521635,0.33261666,0.0575,0.23165,0.2331,2.2334435,-13.145888,-12.785252,-5.9260297,-5.7244573,226.87779,1434.0,1,19.55632,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.081025945508653,-2.6325578558764637]}"
1_2631_0,0.3152947,0.32982057,0.12553677,0.60860735,0.48307058,0.265,0.092366666,0.24495,0.23985,1.9417666,-15.299435,-15.004124,-8.848062,-7.727048,245.57883,1463.0,1,21.382215,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.082103923849598,-2.6325578558764637]}"
1_2632_0,0.35956636,0.34523708,0.0851224,0.6480325,0.5629101,0.26996666,0.0755,0.2182,0.2275,2.5909357,-12.34274,-11.093619,-5.2886686,-4.281704,281.2983,1660.0,1,9.383392,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.086685331798606,-2.6320188667059923]}"
1_2633_0,0.46489868,0.42290673,0.028443957,0.6886161,0.6601721,0.301425,0.0617,0.1812,0.21785,1.7748799,-14.471065,-14.248425,-8.147053,-8.027824,296.5409,1717.0,1,18.058434,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.088302299310023,-2.630940888365049]}"
1_2634_0,0.58694685,0.58124065,0.007506172,0.79678863,0.78928244,0.34475,0.0406,0.15025,0.1882,1.9141092,-14.277224,-14.095669,-8.903427,-7.3640876,319.36884,1731.0,1,16.626738,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.088841288480495,-2.630940888365049]}"
1_2635_0,0.56638974,0.5064089,0.03618075,0.77446103,0.7382803,0.3467,0.0522,0.16025,0.215325,1.5982198,-14.972705,-15.715554,-9.758026,-9.833162,339.12543,1710.0,1,19.992579,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.088302299310023,-2.6306713937798127]}"
1_2636_0,0.21458752,0.10836693,0.07425655,0.43586645,0.3616099,0.2199,0.1031,0.2707,0.277,2.1849709,-14.843572,-12.427565,-8.381952,-5.6877484,277.75708,1671.0,1,19.788681,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.087224320969078,-2.630401899194577]}"
1_2637_0,0.5088453,0.50950205,-0.00812949,0.73492604,0.7430555,0.31375,0.04625,0.2057,0.2004,1.4632852,-14.977946,-16.203047,-9.762177,-11.073062,159.75554,1685.0,1,18.15011,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.0858768480429,-2.6301324046093413]}"
1_2638_0,0.45996037,0.3815863,-0.012606048,0.64935064,0.66195667,0.30875,0.0628,0.2639,0.2424,1.8726002,-16.479975,-13.696907,-9.407752,-7.314379,311.95718,1695.0,1,33.17398,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.08911078306573,-2.6301324046093413]}"
1_2639_0,0.32736948,0.28215346,0.04597242,0.573639,0.52766657,0.25745,0.0796,0.249,0.24176666,1.9803127,-16.14831,-13.439334,-9.294579,-6.786471,320.56973,1712.0,1,30.405207,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.089380277650964,-2.6301324046093413]}"
1_2640_0,0.34638858,0.28860053,0.09596316,0.65645844,0.5604953,0.2615,0.07365,0.2463,0.2524,1.6745192,-15.457378,-15.538757,-9.420882,-9.279533,10.018316,1655.0,1,15.613188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.08776331013955,-2.6295934154388694]}"
1_2641_0,0.37332374,0.28207123,0.040752236,0.60205126,0.561299,0.28845,0.08105,0.2552,0.2793,1.7537488,-13.703502,-13.995903,-6.7077885,-7.9805636,172.22675,1654.0,1,19.77015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.08776331013955,-2.6293239208536336]}"
1_2642_0,0.29550546,0.24307972,0.10709179,0.5338346,0.42674276,0.284225,0.1142,0.284,0.29,-5.8475275,-12.277285,-6.9387336,-2.2925541,1.1866099,247.91159,1654.0,1,29.232626,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.08372089136101,-2.629054426268398]}"
1_2643_0,0.13968135,0.09339559,0.0319613,0.24738583,0.21542452,0.24585,0.1587,0.30015,0.3053,-2.2036915,-8.774283,-5.6891,-0.72418463,2.5816228,239.06287,1666.0,1,25.28213,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.083990385946247,-2.629054426268398]}"
1_2644_0,0.2700836,0.2208025,0.15034984,0.5462232,0.3958734,0.2723,0.11785,0.2611,0.276,2.174214,-14.413901,-13.210585,-7.480873,-6.076028,231.87209,1512.0,1,29.976593,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.08048695633818,-2.6287849316831617]}"
1_2645_0,0.39278778,0.3422781,0.086872324,0.6750162,0.5881439,0.28612,0.0742,0.25015,0.2426,1.8144767,-14.838873,-14.093057,-8.519661,-7.767009,314.96988,1646.0,1,2.6228874,"{""geodesic"":false,""type"":""Point"",""coordinates"":[29.085068364287192,-2.627167964171747]}"
